datetime,low,high,open,close,volumefrom,volumeto
2017-08-23,45.73,55.69,46.29,52.89,83862.85,4194818.47
2017-08-24,49.27,53.12,52.89,49.83,34397.88,1764116.48
2017-08-25,49.26,52.21,49.83,50.95,17779.8,905170.7
2017-08-26,50.0,52.25,50.95,51.46,13709.21,699290.35
2017-08-27,51.32,64.89,51.46,60.21,75380.17,4486170.55
2017-08-28,58.55,65.0,60.21,62.29,58275.12,3605409.06
2017-08-29,60.6,63.95,62.29,63.53,32084.67,1999767.03
2017-08-30,61.5,66.0,63.53,65.43,29627.61,1864920.51
2017-08-31,64.96,74.78,65.43,73.06,82581.97,5765008.86
2017-09-01,71.39,90.09,73.06,87.55,170819.37,13921624.13
2017-09-02,72.62,93.62,87.55,79.34,149477.38,11939897.72
2017-09-03,74.3,83.92,79.34,78.48,62462.45,4909989.9
2017-09-04,61.0,78.74,78.48,67.82,123536.46,8474631.06
2017-09-05,62.03,74.36,67.82,73.33,103011.83,7008499.13
2017-09-06,73.32,82.32,73.33,81.4,57840.25,4520443.72
2017-09-07,76.95,82.97,81.4,80.42,38797.21,3105174.43
2017-09-08,67.69,82.17,80.42,73.34,152322.98,11125681.32
2017-09-09,68.5,73.62,73.34,70.85,40001.6,2835650.83
2017-09-10,62.57,71.08,70.85,66.66,92486.15,6170538.63
2017-09-11,62.4,71.0,66.66,68.42,75068.34,5107127.55
2017-09-12,64.6,72.07,68.42,65.8,70474.91,4819095.27
2017-09-13,57.83,66.39,65.8,61.85,115680.87,7062983.18
2017-09-14,45.2,62.47,61.85,45.41,252318.82,13125655.43
2017-09-15,33.33,55.41,45.41,51.93,409525.46,19087793.02
2017-09-16,49.74,56.82,51.93,51.82,82909.54,4340148.85
2017-09-17,47.24,53.1,51.82,50.69,35516.9,1796807.71
2017-09-18,50.31,57.5,50.69,56.23,83459.41,4574903.82
2017-09-19,50.0,57.15,56.23,52.68,90776.58,4897136.04
2017-09-20,50.25,54.5,52.68,51.42,55961.67,2938256.72
2017-09-21,45.11,52.41,51.42,45.63,65679.87,3211382.95
2017-09-22,44.69,49.08,45.63,47.72,86134.31,4023820.28
2017-09-23,46.38,49.76,47.72,49.23,28592.94,1385958.7
2017-09-24,46.95,49.37,49.23,47.68,23157.3,1109359.01
2017-09-25,47.49,53.08,47.68,52.09,67065.09,3407024.05
2017-09-26,51.24,54.28,52.09,52.09,37605.06,1973906.46
2017-09-27,51.92,57.32,52.09,56.97,46126.63,2499618.19
2017-09-28,53.99,57.3,56.97,54.94,37616.9,2084807.73
2017-09-29,50.5,55.01,54.94,52.82,49106.27,2575103.37
2017-09-30,52.63,55.65,52.82,55.15,16963.72,928783.64
2017-10-01,53.06,55.28,55.15,54.28,24816.71,1336870.64
2017-10-02,52.82,54.71,54.28,53.23,14129.13,757465.25
2017-10-03,51.25,53.43,53.23,52.04,17466.84,909110.87
2017-10-04,50.41,52.92,52.04,51.21,15579.41,804936.34
2017-10-05,50.16,51.9,51.21,51.74,21252.45,1089012.34
2017-10-06,51.28,52.8,51.74,52.0,11378.14,593700.63
2017-10-07,51.35,52.8,52.0,52.54,10993.32,570058.95
2017-10-08,52.1,54.67,52.54,53.03,53879.28,2856338.62
2017-10-09,48.0,53.29,53.03,50.03,44223.31,2238818.69
2017-10-10,49.52,51.76,50.03,50.46,16791.98,846729.17
2017-10-11,49.99,51.18,50.46,50.74,17572.05,888586.43
2017-10-12,48.97,59.67,50.74,59.67,91741.29,4992320.69
2017-10-13,54.54,60.49,59.67,58.98,75655.88,4387305.36
2017-10-14,58.03,66.59,58.98,63.63,46644.5,2904888.15
2017-10-15,61.99,69.48,63.63,65.64,58131.24,3770801.81
2017-10-16,62.1,66.32,65.64,64.63,29549.01,1900732.04
2017-10-17,58.51,64.77,64.63,59.19,25855.51,1570167.84
2017-10-18,53.0,62.0,59.19,60.39,66566.33,3780346.48
2017-10-19,57.67,61.72,60.39,59.55,26917.35,1614180.55
2017-10-20,58.22,62.25,59.55,60.01,24678.58,1490965.42
2017-10-21,55.72,60.25,60.01,57.95,22366.69,1296199.22
2017-10-22,55.75,58.4,57.95,56.49,9511.8,540371.71
2017-10-23,52.0,56.49,56.49,54.4,35413.51,1910947.39
2017-10-24,52.03,59.52,54.4,55.5,53461.97,3058732.28
2017-10-25,53.48,56.44,55.5,56.24,18581.77,1016635.12
2017-10-26,54.66,57.0,56.24,55.47,14594.41,816465.45
2017-10-27,54.64,56.32,55.47,54.93,8810.92,487039.02
2017-10-28,53.52,55.98,54.93,54.16,13356.2,723008.51
2017-10-29,53.7,58.1,54.16,56.69,32131.4,1813089.14
2017-10-30,55.7,58.42,56.69,56.29,16262.77,925966.32
2017-10-31,55.2,56.92,56.29,55.45,8584.55,481522.92
2017-11-01,52.5,55.58,55.45,52.84,23277.2,1270533.55
2017-11-02,49.52,55.01,52.84,54.27,51907.14,2703468.4
2017-11-03,53.7,56.45,54.27,56.01,43746.98,2403909.81
2017-11-04,53.71,56.24,56.01,54.83,16708.23,921792.63
2017-11-05,54.3,55.5,54.83,54.44,6613.15,362219.9
2017-11-06,53.13,55.92,54.44,54.48,28796.67,1584419.38
2017-11-07,53.68,63.84,54.48,60.9,156854.16,9219729.62
2017-11-08,56.0,64.5,60.9,62.39,145804.42,8938364.2
2017-11-09,61.2,67.12,62.39,64.48,121878.71,7731706.56
2017-11-10,56.14,65.9,64.48,59.08,103986.96,6400797.39
2017-11-11,58.51,64.0,59.08,62.47,62029.14,3800766.97
2017-11-12,57.01,62.75,62.47,58.7,81546.24,4872845.21
2017-11-13,58.0,62.27,58.7,61.03,55128.43,3330416.7
2017-11-14,60.06,63.5,61.26,61.99,51845.5,3204947.1
2017-11-15,61.99,65.39,61.99,63.36,39371.44,2505363.49
2017-11-16,62.35,72.82,63.36,70.25,101661.73,6805615.34
2017-11-17,64.51,71.3,70.25,67.22,144729.22,9779625.15
2017-11-18,65.2,69.7,67.22,69.33,29945.27,2010878.66
2017-11-19,68.4,73.18,69.33,71.56,38685.44,2723903.4
2017-11-20,69.64,73.17,71.56,71.7,142167.52,10064378.13
2017-11-21,67.61,72.77,71.7,69.62,49074.87,3429297.17
2017-11-22,69.29,72.3,69.62,72.0,25052.15,1778892.47
2017-11-23,69.82,76.64,72.0,72.71,64401.89,4756660.76
2017-11-24,72.27,77.53,72.71,77.53,122287.69,9018772.59
2017-11-25,77.0,89.01,77.53,88.25,72955.45,5984305.74
2017-11-26,81.28,88.25,88.25,85.43,55836.32,4724403.44
2017-11-27,85.0,91.99,85.43,90.5,72753.21,6477374.43
2017-11-28,88.99,94.5,90.5,93.59,76352.99,7044309.29
2017-11-29,78.19,103.01,93.59,84.39,184778.8,17382640.73
2017-11-30,75.51,92.1,84.39,85.97,100901.77,8402249.57
2017-12-01,80.85,99.7,85.97,97.44,103259.08,9439058.14
2017-12-02,95.68,102.77,97.44,99.27,73772.64,7354422.07
2017-12-03,94.23,106.81,99.27,100.82,94889.27,9576246.62
2017-12-04,94.64,103.5,100.82,103.5,85208.4,8492751.57
2017-12-05,99.0,104.0,103.5,100.02,40615.39,4115917.62
2017-12-06,92.0,102.49,100.02,96.34,103740.39,10271438.59
2017-12-07,88.5,97.75,96.34,93.79,109105.38,10212006.75
2017-12-08,89.02,128.77,93.79,121.11,199130.92,22238306.07
2017-12-09,116.44,158.5,121.11,148.49,238423.37,33616417.06
2017-12-10,126.5,152.0,148.49,142.85,97798.68,13644076.3
2017-12-11,140.8,223.0,142.85,208.04,217064.31,39937134.84
2017-12-12,201.0,348.19,208.04,307.39,320151.39,90926972.44
2017-12-13,278.88,343.03,307.39,300.84,226939.36,69256453.71
2017-12-14,252.65,310.0,300.84,274.65,179282.16,50805367.63
2017-12-15,245.0,317.9,274.65,295.34,151721.23,43475685.11
2017-12-16,284.3,308.01,295.34,294.79,68686.59,20282503.81
2017-12-17,294.79,329.84,294.79,314.49,61687.32,19443542.64
2017-12-18,293.21,367.73,314.49,357.12,106382.7,34952378.32
2017-12-19,321.0,375.0,357.12,346.0,143306.56,50084014.7
2017-12-20,297.92,348.31,346.0,305.84,127001.28,40487389.37
2017-12-21,284.99,327.0,305.84,306.0,100992.41,31005725.5
2017-12-22,173.68,309.09,306.0,264.98,273757.27,66552855.81
2017-12-23,252.48,309.8,264.98,281.47,80910.32,23216371.71
2017-12-24,240.0,282.6,281.47,274.97,62454.59,16377202.79
2017-12-25,262.18,284.5,274.97,268.59,26460.35,7242119.77
2017-12-26,263.13,285.94,268.59,279.0,27098.19,7534929.74
2017-12-27,251.1,284.84,279.0,264.49,60042.94,16184470.21
2017-12-28,225.0,265.67,264.49,249.95,80194.94,19471882.64
2017-12-29,236.43,258.8,249.95,240.0,58343.45,14349650.59
2017-12-30,200.0,242.53,240.0,211.17,103142.87,22649604.08
2017-12-31,208.19,235.0,211.17,227.16,38665.49,8594312.49
2018-01-01,215.17,232.99,227.16,223.57,27976.08,6264180.39
2018-01-02,223.57,260.0,223.57,250.79,83005.07,20494733.01
2018-01-03,240.5,257.0,250.79,244.03,70972.06,17567573.62
2018-01-04,225.0,245.0,244.03,237.9,104935.56,24585188.28
2018-01-05,234.22,250.0,237.9,245.14,79645.22,19402042.01
2018-01-06,241.72,306.8,245.14,278.98,106854.31,29887100.75
2018-01-07,258.0,287.75,278.98,271.12,63424.94,17530954.2
2018-01-08,230.0,273.57,271.12,254.23,99257.98,25338394.14
2018-01-09,236.0,258.98,254.23,245.81,65909.86,16410250.38
2018-01-10,230.47,250.0,245.81,249.57,64076.56,15371977.17
2018-01-11,218.0,253.0,249.57,226.88,97113.34,22558153.11
2018-01-12,219.11,241.99,226.88,235.37,45903.23,10725044.85
2018-01-13,235.1,262.98,235.37,258.54,40053.42,9901311.97
2018-01-14,232.0,270.0,258.54,236.79,50028.24,12290238.19
2018-01-15,230.53,245.78,236.79,232.33,20384.61,4851289.93
2018-01-16,149.23,232.45,232.33,188.94,172206.88,33433613.94
2018-01-17,137.57,200.7,188.94,188.79,188252.68,32375861.14
2018-01-18,176.13,208.8,188.79,192.81,95483.05,18541706.48
2018-01-19,185.94,203.45,192.81,192.58,46752.15,9089678.29
2018-01-20,192.58,216.29,192.58,211.07,30134.92,6196170.38
2018-01-21,182.9,211.07,211.07,191.0,42100.66,8157604.16
2018-01-22,163.48,195.55,191.0,179.03,46336.6,8277353.93
2018-01-23,163.54,186.99,179.03,177.41,30774.27,5410148.71
2018-01-24,172.22,185.92,177.41,180.9,19605.22,3508062.07
2018-01-25,175.0,185.66,180.9,179.0,24604.9,4448933.68
2018-01-26,165.05,182.52,179.0,175.92,32713.06,5671609.4
2018-01-27,173.52,184.0,175.92,182.12,19322.22,3473313.12
2018-01-28,180.26,195.0,182.12,193.76,25666.76,4836746.8
2018-01-29,178.0,194.25,193.76,180.08,33783.22,6152273.79
2018-01-30,157.65,181.16,180.08,163.31,46229.83,7802795.26
2018-01-31,154.88,166.66,163.31,163.0,43309.36,6951132.39
2018-02-01,127.17,165.0,163.0,140.99,81585.2,11824965.06
2018-02-02,102.0,141.44,140.99,130.66,170042.88,21120568.87
2018-02-03,119.19,166.19,130.66,160.52,83121.23,12253894.49
2018-02-04,135.03,174.33,160.52,147.91,153029.88,23732443.27
2018-02-05,116.0,154.0,147.91,124.97,173487.16,22969346.95
2018-02-06,104.31,148.87,124.97,143.02,236375.37,29505914.56
2018-02-07,131.2,160.03,143.02,137.66,134301.63,19786106.72
2018-02-08,136.01,151.33,137.66,149.95,53924.14,7827251.09
2018-02-09,141.41,164.68,149.95,163.7,57248.63,8711417.04
2018-02-10,147.88,169.72,163.7,154.22,50881.07,8097676.22
2018-02-11,140.99,156.0,154.22,149.02,40674.51,6041818.32
2018-02-12,149.02,165.34,149.02,160.48,45312.17,7177802.5
2018-02-13,151.31,162.47,160.48,159.19,27868.76,4385889.64
2018-02-14,159.19,217.72,159.19,212.68,182731.86,35679595.71
2018-02-15,207.0,237.18,212.68,221.31,147813.42,32879384.78
2018-02-16,209.51,235.0,221.31,228.35,74976.6,16658085.95
2018-02-17,223.0,233.53,228.35,229.29,37968.92,8657378.04
2018-02-18,212.0,232.64,229.29,214.54,57688.7,12808886.3
2018-02-19,213.01,226.51,214.54,221.96,25959.1,5762632.12
2018-02-20,221.28,252.55,221.96,229.2,107905.84,25750274.82
2018-02-21,204.26,231.52,229.2,209.75,102086.71,22170542.62
2018-02-22,188.35,221.42,209.75,192.68,87701.08,17654544.25
2018-02-23,182.1,216.25,192.68,207.32,65237.4,13068451.54
2018-02-24,194.4,218.97,207.32,205.24,55039.35,11239662.28
2018-02-25,200.0,223.62,205.24,218.64,61459.33,12993792.05
2018-02-26,214.93,231.76,218.64,218.09,92159.19,20576769.0
2018-02-27,212.11,224.0,218.09,215.3,54111.62,11790205.27
2018-02-28,201.18,223.9,215.3,201.83,57492.48,12194552.24
2018-03-01,200.01,215.38,201.83,209.33,44462.97,9312766.63
2018-03-02,203.82,213.93,209.33,212.7,29233.34,6080014.42
2018-03-03,207.98,218.65,212.7,210.0,32306.72,6895871.65
2018-03-04,204.68,214.65,210.0,212.8,31028.4,6501704.64
2018-03-05,208.57,216.31,212.8,210.26,31282.14,6642400.98
2018-03-06,191.2,210.26,210.26,196.27,48298.63,9675721.98
2018-03-07,173.73,199.52,196.27,185.7,97719.89,18159522.76
2018-03-08,174.2,188.02,185.7,175.79,63608.19,11506475.46
2018-03-09,158.57,189.98,175.79,186.18,122041.69,21087609.41
2018-03-10,175.25,195.0,186.18,177.74,47865.91,8865193.36
2018-03-11,171.0,194.0,177.74,188.57,55222.28,10255595.61
2018-03-12,173.32,193.37,188.57,177.71,67848.11,12372023.13
2018-03-13,171.0,182.02,177.71,175.33,53773.16,9465871.96
2018-03-14,157.5,178.88,175.33,160.62,59778.17,9889329.98
2018-03-15,150.11,168.01,160.62,164.54,83530.23,13379356.84
2018-03-16,158.5,172.1,164.54,164.68,60220.59,9953335.31
2018-03-17,150.51,165.62,164.68,152.23,44929.85,7118268.57
2018-03-18,137.2,157.82,152.23,153.59,71776.41,10487394.67
2018-03-19,151.11,163.95,153.59,161.29,69749.06,10960557.53
2018-03-20,155.71,173.7,161.29,169.04,60260.68,9914228.66
2018-03-21,165.12,175.99,169.04,168.41,53214.77,9088429.35
2018-03-22,159.51,172.43,168.41,164.0,46452.37,7682036.16
2018-03-23,156.62,169.03,164.0,168.91,42711.1,6876608.74
2018-03-24,157.82,169.76,168.91,158.34,30172.71,4962004.03
2018-03-25,157.07,164.0,158.34,160.29,23205.79,3723621.33
2018-03-26,141.73,161.03,160.29,148.27,61473.17,9253403.9
2018-03-27,134.66,149.4,148.27,135.01,57052.58,8050000.29
2018-03-28,130.0,139.91,135.01,131.37,33245.02,4468659.53
2018-03-29,112.29,132.41,131.37,114.51,106088.94,12724867.77
2018-03-30,109.54,126.4,114.51,118.32,110979.73,13045172.89
2018-03-31,115.56,124.69,118.32,116.48,35810.99,4308369.52
2018-04-01,109.38,117.99,116.48,114.96,49088.3,5575600.28
2018-04-02,114.07,121.6,114.96,119.02,23752.65,2815417.1
2018-04-03,118.33,136.91,119.02,134.28,45685.95,5888735.22
2018-04-04,115.23,134.68,134.28,118.41,62338.83,7609128.45
2018-04-05,113.95,122.7,118.41,118.47,57133.38,6791448.03
2018-04-06,111.73,120.27,118.47,113.16,27223.86,3128242.46
2018-04-07,112.81,119.7,113.16,116.04,21602.76,2537573.44
2018-04-08,115.0,118.97,116.04,117.56,47764.65,5537411.32
2018-04-09,112.55,122.79,117.56,114.83,76584.79,8971293.94
2018-04-10,111.0,115.32,114.83,114.4,82335.35,9295426.55
2018-04-11,112.99,119.7,114.4,117.91,31346.36,3597313.18
2018-04-12,112.61,130.95,117.91,129.77,277691.78,33128247.15
2018-04-13,123.7,133.69,129.77,125.67,138671.92,17726507.7
2018-04-14,124.1,129.9,125.67,126.56,14721.56,1868274.19
2018-04-15,126.56,133.04,126.56,132.29,24313.21,3185396.13
2018-04-16,125.22,133.23,132.29,128.74,28930.38,3707906.59
2018-04-17,128.55,140.31,128.74,132.13,54215.77,7342740.75
2018-04-18,131.85,141.69,132.13,140.07,42492.55,5824932.33
2018-04-19,138.7,147.74,140.07,146.63,37750.77,5391330.75
2018-04-20,143.19,156.6,146.63,155.46,63912.75,9586043.67
2018-04-21,140.61,157.0,155.46,148.65,48122.68,7132307.24
2018-04-22,144.6,153.15,148.65,146.02,23033.54,3430017.91
2018-04-23,146.02,153.45,146.02,152.61,25187.58,3795932.3
2018-04-24,152.58,166.09,152.61,164.82,68743.6,11101064.38
2018-04-25,142.43,165.02,164.82,144.99,106966.72,16089588.42
2018-04-26,142.08,154.57,144.99,153.26,35574.81,5210421.12
2018-04-27,145.11,153.67,153.26,146.07,39838.47,6000313.2
2018-04-28,144.44,153.7,146.07,152.18,30317.17,4570549.87
2018-04-29,148.11,156.02,152.18,153.92,20070.41,3053980.32
2018-04-30,147.01,154.48,153.92,148.28,22205.58,3344221.47
2018-05-01,142.75,148.8,148.28,147.94,36421.17,5291372.91
2018-05-02,146.19,153.62,147.94,151.42,28647.36,4270584.4
2018-05-03,150.49,164.9,151.42,160.95,52945.74,8332178.79
2018-05-04,157.33,171.06,160.95,168.06,32550.81,5315422.57
2018-05-05,167.91,182.72,168.06,178.1,39727.79,6975099.84
2018-05-06,164.14,183.58,178.1,171.77,35598.25,6091778.53
2018-05-07,157.56,171.77,171.77,164.13,37169.8,6053837.38
2018-05-08,156.91,168.22,164.13,158.96,47114.04,7640068.39
2018-05-09,150.12,160.07,158.96,156.62,35945.74,5598926.1
2018-05-10,147.49,160.57,156.62,148.49,27984.15,4315109.95
2018-05-11,133.35,148.51,148.49,136.62,55334.89,7786457.88
2018-05-12,131.11,144.5,136.62,141.91,32839.99,4546179.6
2018-05-13,136.58,147.12,141.91,144.13,24170.51,3434675.7
2018-05-14,134.51,152.9,144.13,147.54,64595.71,9248932.6
2018-05-15,137.89,149.71,147.54,139.78,31891.94,4592863.36
2018-05-16,134.8,141.32,139.78,139.72,18246.34,2505334.96
2018-05-17,131.26,141.49,139.72,132.5,16288.62,2205812.78
2018-05-18,129.0,137.78,132.5,135.75,18321.04,2431902.06
2018-05-19,133.0,137.86,135.75,135.3,7158.32,969056.22
2018-05-20,132.47,140.87,135.3,139.86,11484.21,1590074.07
2018-05-21,133.52,139.99,139.86,134.37,16930.23,2312403.45
2018-05-22,127.44,136.0,134.37,128.21,19233.33,2533333.91
2018-05-23,116.45,129.33,128.21,118.95,34569.61,4220603.11
2018-05-24,115.0,124.94,118.95,122.87,21101.54,2535783.17
2018-05-25,117.0,124.44,122.87,119.0,16050.07,1927176.29
2018-05-26,117.6,122.7,119.0,118.45,10330.21,1244480.34
2018-05-27,116.56,118.99,118.45,117.71,4734.59,556099.65
2018-05-28,110.51,118.99,117.71,111.35,25764.29,2939093.74
2018-05-29,108.25,122.47,111.35,118.9,25599.03,2984848.71
2018-05-30,115.0,122.66,118.9,117.22,12516.97,1484791.98
2018-05-31,116.4,120.93,117.22,118.1,10195.96,1213206.49
2018-06-01,116.93,120.37,118.1,120.23,6845.47,814201.1
2018-06-02,118.56,124.27,120.23,123.52,7696.17,941698.91
2018-06-03,122.3,128.04,123.52,124.99,10827.78,1367735.94
2018-06-04,118.2,126.6,124.99,119.91,14561.82,1760450.86
2018-06-05,116.02,122.35,119.91,121.99,11297.73,1344920.08
2018-06-06,118.4,122.71,121.99,121.21,10014.02,1209771.24
2018-06-07,119.62,123.73,121.21,121.26,6877.33,838613.83
2018-06-08,118.41,122.06,121.26,120.19,7431.07,887794.55
2018-06-09,116.8,121.13,120.19,117.54,3393.8,405207.94
2018-06-10,103.43,117.54,117.54,106.85,44159.42,4803259.94
2018-06-11,103.21,108.69,106.85,107.36,17935.58,1901170.62
2018-06-12,97.66,107.99,107.36,100.1,26832.78,2762636.74
2018-06-13,89.27,100.5,100.1,93.58,32217.08,3037527.54
2018-06-14,92.75,103.0,93.58,100.99,23885.26,2328448.12
2018-06-15,94.74,101.0,100.99,95.43,9290.33,909981.85
2018-06-16,93.0,97.67,95.43,96.46,4594.71,438763.52
2018-06-17,94.65,98.2,96.46,95.0,4935.25,474619.02
2018-06-18,92.96,99.8,95.0,98.67,11503.24,1109829.75
2018-06-19,97.07,101.46,98.67,98.67,8796.49,868089.63
2018-06-20,95.5,98.95,98.67,97.92,6802.91,659209.76
2018-06-21,95.93,99.31,97.92,96.7,7401.51,717967.83
2018-06-22,80.38,96.87,96.7,84.96,35561.16,3109353.79
2018-06-23,81.65,86.99,84.96,83.07,9381.53,786268.97
2018-06-24,75.91,83.41,83.07,77.56,14686.78,1148555.04
